Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Oceania,Australia,Dried Grapes,Production,2017,tonnes, 22 461
Oceania,Australia,Fresh Grapes,Production,2017,tonnes,2 167 937
Oceania,Australia,Table Grapes,Production,2017,tonnes, 150 761
Oceania,Australia,Dried Grapes,Consumption,2018,tonnes, 36 075
Oceania,Australia,Dried Grapes,Exports,2018,tonnes, 5 592
Oceania,Australia,Fresh Grapes,Exports,2018,tonnes, 110 087
Oceania,Australia,Dried Grapes,Imports,2018,tonnes, 21 667
Oceania,Australia,Fresh Grapes,Imports,2018,tonnes, 16 801
Oceania,Australia,Dried Grapes,Production,2018,tonnes, 20 000
Oceania,Australia,Fresh Grapes,Production,2018,tonnes,1 919 681
Oceania,Australia,Table Grapes,Production,2018,tonnes, 135 115
Oceania,Australia,Dried Grapes,Consumption,2019,tonnes, 27 772
Oceania,Australia,Dried Grapes,Exports,2019,tonnes, 5 570
Oceania,Australia,Fresh Grapes,Exports,2019,tonnes, 146 150
Oceania,Australia,Dried Grapes,Imports,2019,tonnes, 18 142
Oceania,Australia,Fresh Grapes,Imports,2019,tonnes, 16 211
Oceania,Australia,Dried Grapes,Production,2019,tonnes, 15 200
Oceania,Australia,Fresh Grapes,Production,2019,tonnes,1 856 394
Oceania,Australia,Table Grapes,Production,2019,tonnes, 131 071
Oceania,Australia,Dried Grapes,Consumption,2020,tonnes, 31 631
Oceania,Australia,Dried Grapes,Exports,2020,tonnes, 5 511
Oceania,Australia,Fresh Grapes,Exports,2020,tonnes, 155 660
Oceania,Australia,Dried Grapes,Imports,2020,tonnes, 23 942
Oceania,Australia,Fresh Grapes,Imports,2020,tonnes, 12 099
Oceania,Australia,Dried Grapes,Production,2020,tonnes, 13 200
Oceania,Australia,Fresh Grapes,Production,2020,tonnes,1 674 160
Oceania,Australia,Table Grapes,Production,2020,tonnes, 117 258
Oceania,Australia,Dried Grapes,Consumption,2021,tonnes, 25 918
Oceania,Australia,Dried Grapes,Exports,2021,tonnes, 4 790
Oceania,Australia,Fresh Grapes,Exports,2021,tonnes, 120 138
Oceania,Australia,Dried Grapes,Imports,2021,tonnes, 18 908
Oceania,Australia,Fresh Grapes,Imports,2021,tonnes, 9 022
Oceania,Australia,Dried Grapes,Production,2021,tonnes, 11 800
